vaalipiiri;id;puolue;sukupuoli;toimin tällä hetkellä kansanedustajana;valittu;koulutus;vuositulot;suomessa on liian helppo elää sosiaaliturvan varassa;kaupan ja muiden liikkeiden aukioloajat on vapautettava;suomessa on siirryttävä perustuloon joka korvaisi nykyisen sosiaaliturvan vähimmäistason;työntekijälle on turvattava lailla minimityöaika;ansiosidonnaisen työttömyysturvan kestoa pitää lyhentää;euron ulkopuolella suomi pärjäisi paremmin;ruoan verotusta on varaa kiristää;valtion ja kuntien taloutta on tasapainotettava ensisijaisesti leikkaamalla menoja;lapsilisiä on korotettava ja laitettava verolle;suomella ei ole varaa nykyisen laajuisiin sosiaali- ja terveyspalveluihin;nato-jäsenyys vahvistaisi suomen turvallisuuspoliittista asemaa;suomeen tarvitaan enemmän poliiseja;maahanmuuttoa suomeen on rajoitettava terrorismin uhan vuoksi;venäjän etupiiripolitiikka on uhka suomelle;verkkovalvonnassa valtion turvallisuus on tärkeämpää kuin kansalaisten yksityisyyden suoja;suomen on osallistuttava isisin vastaiseen taisteluun kouluttamalla irakin hallituksen joukkoja;parantumattomasti sairaalla on oltava oikeus avustettuun kuolemaan;terveys- ja sosiaalipalvelut on tuotettava ensijaisesti julkisina palveluina;viranomaisten pitää puuttua lapsiperheiden ongelmiin nykyistä herkemmin;vanhuksen ja hänen omaistensa vastuuta hoitokustannuksista on lisättävä;kansalaisten oikeus terveyspalveluihin on tärkeämpää kuin kuntien itsehallinto;ilmastonmuutoksen hillitseminen pitää asettaa teollisuuden kilpailukyvyn edelle;geenimuunneltu ruoka on turvallista ihmiselle ja ympäristölle;suomen pitää ottaa suurempi vastuu eu:n alueelle tulevista turvapaikanhakijoista;on aika luopua ajatuksesta, että koko suomi on pidettävä asuttuna;peruskoulun opetusryhmien koko on rajattava lailla esimerkiksi 20 oppilaaseen
08;5152;7;1;0;0;1;0;4;4;2;4;1;2;1;2;5;4;2;5;2;4;4;1;4;2;2;2;4;4;2;2;1;2
01;6238;0;1;0;0;0;0;1;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;5;5;1;1;1;1;1;5;1;5
09;5184;9;0;0;1;1;1;2;4;2;2;2;1;2;4;1;2;4;4;1;4;4;2;2;2;4;2;4;2;2;4;2;2
01;4828;5;1;1;1;1;1;2;5;4;4;2;5;1;5;1;4;2;5;4;4;5;4;5;4;4;2;4;2;4;1;2;2
07;4291;3;0;0;0;1;0;1;4;5;5;2;2;1;1;4;1;1;4;1;2;2;2;5;5;5;2;4;5;1;5;4;5
06;4674;7;0;0;0;1;0;2;2;5;2;4;2;1;4;2;4;2;2;2;4;4;2;4;4;2;4;4;4;4;4;2;2
02;5090;3;0;0;0;1;0;1;2;5;4;1;2;2;2;4;1;1;2;1;1;1;1;4;5;5;4;4;5;2;4;2;4
04;4899;0;1;0;0;0;0;1;5;5;5;1;4;1;1;2;1;1;2;2;1;1;1;4;5;2;1;5;4;4;4;4;4
03;5508;7;0;0;0;0;0;4;4;4;5;4;4;1;2;1;1;1;5;4;4;4;2;4;4;4;1;4;2;2;2;1;4
12;4497;0;1;0;0;1;0;2;5;5;2;4;2;2;2;4;2;1;2;2;2;1;2;5;4;3;4;4;4;2;1;4;4
12;5794;9;1;0;0;0;0;4;5;1;2;4;1;1;5;1;5;5;5;2;5;5;4;4;1;4;2;5;2;2;2;4;1
03;4913;5;1;0;0;0;0;2;4;5;2;2;5;1;4;2;2;1;4;4;2;1;2;4;5;2;1;5;2;2;2;1;2
01;5648;4;1;0;0;0;0;2;3;5;4;3;4;2;3;3;1;1;4;1;3;1;1;5;5;3;4;4;5;1;3;3;4
06;5412;2;1;0;0;0;0;2;1;2;4;1;1;1;4;4;2;1;4;2;2;4;5;4;5;4;2;5;5;2;4;2;2
06;5212;5;0;0;0;1;0;2;4;4;5;1;4;1;4;4;2;1;5;4;5;2;2;4;5;5;2;5;4;1;1;1;4
04;5753;1;0;0;0;1;0;1;2;5;5;1;2;1;1;4;1;1;2;1;2;2;3;5;5;4;1;4;5;1;5;1;5
12;5173;7;1;1;1;0;1;4;2;4;3;2;2;1;2;2;2;1;4;2;2;4;2;4;4;4;2;4;2;2;2;1;2
11;5396;0;1;0;0;0;0;1;5;5;1;5;1;2;1;5;1;1;1;1;1;1;1;5;4;5;1;5;2;5;2;5;1
03;5511;7;1;0;0;1;0;4;5;4;2;1;2;1;4;2;2;2;5;2;4;4;4;5;2;5;2;4;2;1;2;2;5
01;4773;8;1;0;0;1;1;4;5;2;1;4;1;2;5;1;2;5;4;1;4;4;4;4;4;5;1;5;2;2;5;4;2
08;6023;6;1;0;0;1;0;1;1;2;4;1;2;1;4;4;4;1;4;1;2;5;5;1;4;5;2;4;4;2;5;1;2
08;4629;3;1;0;0;0;0;2;5;5;4;1;1;1;4;2;5;2;4;1;2;2;1;5;5;4;4;4;5;2;2;4;4
01;4651;7;1;0;0;1;1;2;4;4;4;1;2;1;5;1;4;4;4;1;4;2;2;4;5;4;2;4;2;4;4;4;2
03;5343;3;0;0;0;1;0;1;2;5;4;2;2;2;2;2;2;2;4;1;4;2;4;4;5;4;2;5;5;2;4;4;2
10;5033;6;1;0;0;1;0;4;2;2;4;4;2;2;2;1;4;2;4;4;4;4;4;1;4;4;2;4;2;1;2;1;4
03;4491;3;0;0;0;0;0;2;4;5;2;2;2;2;1;2;1;1;5;1;2;2;4;3;5;5;2;5;5;1;5;3;5
01;4370;5;0;0;0;1;0;4;5;4;2;2;2;1;4;2;2;2;5;5;3;4;2;4;4;4;2;4;2;1;1;2;4
11;4743;2;0;0;0;0;0;4;5;2;2;1;1;1;4;1;5;1;4;5;4;5;1;4;5;5;5;5;2;1;1;2;2
13;5624;8;0;0;0;0;0;2;3;4;5;4;1;2;4;3;2;4;4;1;3;3;3;4;2;4;2;2;4;1;5;1;3
07;5718;0;1;0;0;0;0;4;2;4;5;4;2;1;1;1;1;1;5;5;1;4;1;5;5;5;2;4;5;1;5;5;5
01;5609;3;1;0;0;1;0;2;4;5;4;2;2;2;2;5;2;2;2;1;4;2;2;4;5;5;2;5;5;2;4;2;4
10;4354;3;0;0;0;1;0;2;5;5;2;4;2;1;2;2;2;2;4;1;4;4;2;4;4;4;2;4;4;2;4;2;5
10;5543;9;0;0;0;1;0;2;5;2;1;4;4;1;4;2;4;4;5;4;3;4;4;4;1;5;2;3;2;2;2;2;1
09;5267;4;1;0;0;0;0;2;4;4;4;2;4;1;2;4;1;2;4;5;4;2;2;4;5;4;1;4;1;1;2;4;5
01;4993;9;0;0;0;1;0;2;4;2;4;4;1;2;4;4;2;5;4;2;3;4;5;4;4;4;1;3;2;1;5;1;1
07;4152;1;0;0;0;0;0;1;4;2;5;1;4;1;1;4;1;1;2;1;1;2;1;3;5;2;1;4;2;2;2;2;5
03;5448;3;0;0;0;1;0;2;4;5;4;4;2;1;2;2;1;1;2;1;4;2;4;4;5;4;1;4;5;4;4;4;2
07;4241;6;0;1;0;1;1;4;2;2;4;2;2;1;2;4;1;2;5;4;4;4;4;1;4;4;1;4;4;1;2;1;5
13;6130;2;1;0;0;0;0;2;4;1;5;1;1;2;2;2;5;1;4;2;2;4;4;2;5;4;4;5;2;2;2;4;4
04;5358;2;1;0;0;0;0;2;1;1;5;1;2;1;2;2;2;2;4;2;4;4;1;4;5;4;2;4;2;3;2;2;5
07;4614;6;0;0;0;1;0;4;1;2;2;2;2;1;4;2;4;1;4;2;4;4;4;1;2;5;2;4;4;1;4;4;2
02;5472;1;0;0;0;1;0;2;2;5;5;1;2;1;1;4;1;1;4;1;2;4;2;5;5;4;1;4;4;1;4;1;5
12;4331;8;1;0;0;1;0;2;4;4;4;2;1;1;4;2;2;4;4;2;2;4;2;4;4;4;2;4;4;2;4;2;4
06;5554;3;0;0;0;0;0;2;2;5;4;2;2;2;2;2;4;3;2;2;2;4;3;4;4;5;5;4;5;1;4;2;2
09;5049;2;0;0;0;1;0;2;2;2;5;1;1;2;2;5;2;1;4;1;4;4;4;2;5;5;1;5;5;2;4;1;5
02;4263;0;1;0;0;0;0;5;5;1;4;4;5;1;4;4;1;1;5;5;1;1;1;4;4;5;1;2;1;1;1;1;5
06;5677;9;0;0;0;0;0;4;4;4;1;4;1;2;2;2;2;4;2;1;4;4;2;4;1;4;2;5;4;2;2;4;1
09;5010;9;1;1;0;1;1;4;5;2;2;4;1;2;5;2;1;4;4;2;2;5;4;3;4;5;2;4;2;4;2;1;2
02;5692;2;0;0;0;1;0;2;2;2;4;1;2;2;2;4;1;1;4;2;4;4;4;4;5;4;2;4;4;1;4;2;4
03;5126;6;0;0;0;1;0;2;2;4;3;3;3;1;4;1;4;3;4;2;4;3;1;3;5;4;2;3;3;1;2;1;2
01;4812;2;0;0;1;1;0;1;4;2;5;1;1;1;1;4;2;1;4;1;2;2;5;4;5;5;2;5;4;1;5;4;4
08;5676;7;0;0;0;1;0;4;4;2;2;4;1;1;4;2;4;4;2;2;4;4;4;4;2;2;2;4;4;2;4;1;4
01;5597;7;1;0;1;1;0;4;4;4;4;3;2;2;4;2;4;3;2;2;4;2;4;4;2;2;2;4;2;2;4;2;2
02;5142;8;0;0;0;0;0;2;4;2;5;4;1;1;4;2;4;5;4;1;4;4;2;1;4;5;4;4;4;1;4;2;4
06;5972;7;1;1;1;1;1;4;2;4;2;4;2;1;4;2;2;2;4;2;2;4;2;4;4;4;2;4;2;2;2;1;2
07;5161;0;0;0;0;0;0;2;5;5;5;1;4;3;3;3;1;1;4;2;1;1;3;4;5;2;1;1;1;5;2;1;4
09;5242;7;1;1;0;0;1;4;4;2;4;4;2;1;4;2;2;2;4;4;4;4;4;3;4;4;2;3;2;2;2;1;2
09;5500;5;0;0;0;1;0;2;4;4;5;1;5;1;4;4;1;1;5;5;4;5;1;2;5;5;1;5;1;1;1;1;5
12;5056;2;1;0;0;0;0;2;2;4;5;2;4;1;2;1;1;4;5;2;4;1;2;3;4;4;1;5;3;4;1;2;2
02;5725;3;1;0;0;0;0;2;4;5;5;1;1;1;2;1;1;1;3;1;4;2;1;4;4;5;1;4;4;1;5;3;3
01;4831;3;1;0;0;1;0;1;2;5;5;4;2;1;2;4;2;2;2;1;2;2;4;2;5;4;1;4;5;2;5;5;2
09;4816;4;1;0;0;0;0;1;2;4;2;2;5;1;1;2;1;1;4;4;2;1;1;5;5;2;1;2;5;1;2;1;2
09;4421;2;0;0;0;1;0;1;1;5;5;1;2;1;1;5;1;1;4;1;2;2;1;4;5;4;1;4;5;1;4;1;5
04;4597;2;1;0;0;1;0;1;2;1;5;1;1;1;2;5;1;2;5;1;2;2;1;3;4;4;4;5;2;1;4;4;4
12;6170;6;1;0;0;1;0;4;4;1;3;2;4;2;4;4;4;4;4;5;4;4;4;2;4;4;4;4;2;4;1;1;4
06;4431;9;1;0;0;1;0;4;5;4;2;5;1;1;4;2;2;4;4;4;5;4;4;5;1;4;4;5;4;2;2;4;2
08;5342;6;1;0;0;1;1;4;1;2;4;4;2;1;4;1;4;2;5;2;4;4;5;1;2;4;4;5;2;2;5;1;4
01;5447;3;0;0;0;1;0;1;4;5;4;4;1;2;1;1;1;1;4;1;2;1;5;5;5;5;2;5;5;2;5;4;4
10;4467;5;1;0;0;1;0;2;4;2;4;1;4;1;2;2;2;4;5;5;5;2;2;4;4;2;1;2;1;2;1;1;4
02;5073;2;1;0;1;1;1;1;2;2;5;1;2;2;2;4;2;2;4;2;4;2;4;4;5;4;1;4;2;4;4;1;4
04;5545;4;1;0;0;1;0;1;4;5;3;2;5;1;1;4;1;1;2;2;2;1;2;4;5;4;1;5;4;4;1;2;4
11;4882;5;0;0;0;1;1;4;4;2;4;2;4;1;4;2;2;1;4;4;2;4;2;2;1;4;1;2;2;2;2;2;2
10;5115;9;0;1;1;1;1;2;4;2;2;2;2;1;4;1;1;5;4;2;4;4;4;2;2;5;2;4;2;2;2;2;2
09;5046;0;0;0;0;1;0;1;1;5;5;1;5;1;1;5;1;1;4;1;1;1;1;5;5;4;1;2;5;1;4;1;5
06;4868;7;0;0;0;1;0;2;5;5;4;1;2;1;2;4;5;2;5;2;2;4;1;4;5;2;1;5;2;1;1;1;5
07;5439;0;1;0;0;1;0;2;5;5;1;2;2;2;5;2;2;5;2;1;4;2;4;5;1;4;2;4;4;4;4;5;2
07;5987;5;0;0;0;0;0;4;4;2;2;2;4;2;4;4;2;2;4;5;4;4;2;4;4;4;2;4;2;1;2;2;2
04;4356;5;1;0;0;0;0;5;1;2;5;2;4;1;2;2;5;4;4;4;5;5;1;4;4;4;4;4;1;3;1;1;2
07;5591;2;0;0;0;0;0;2;2;4;4;1;4;2;1;5;1;1;4;1;1;4;1;4;5;4;1;5;5;1;4;4;5
06;5159;9;1;0;0;1;1;2;5;1;2;4;1;1;4;2;4;5;2;2;5;2;1;1;1;5;1;5;2;3;3;3;2
12;4267;0;1;0;0;0;0;2;5;5;2;2;2;1;2;2;4;4;2;1;2;1;2;5;4;2;2;4;4;5;3;2;2
06;4983;5;1;0;1;0;0;4;5;2;4;4;4;1;5;4;2;2;5;5;4;5;1;4;5;4;2;4;1;2;1;1;4
02;4663;4;1;0;0;0;0;2;4;5;1;2;5;1;5;1;1;1;1;1;1;1;1;2;5;2;1;3;5;1;1;1;1
02;4964;6;1;0;0;0;0;4;2;2;4;2;1;2;2;2;4;4;5;4;4;4;4;2;2;5;2;2;2;2;2;1;4
01;4418;6;1;0;0;1;0;4;4;4;4;5;4;2;4;4;4;4;4;2;4;4;2;2;4;5;1;5;2;2;2;2;4
02;4685;1;1;0;0;0;0;1;4;5;5;1;2;1;1;2;1;1;5;1;2;1;1;5;5;5;1;5;4;1;4;1;5
04;4813;9;1;0;0;0;0;4;5;2;1;4;1;1;5;2;4;5;4;1;4;2;4;2;1;4;2;4;2;2;2;5;1
09;4853;3;0;0;0;1;0;2;4;5;4;2;2;2;4;2;2;2;4;1;4;4;1;4;4;4;2;2;4;1;2;2;2
09;5329;7;1;1;1;0;1;2;4;4;2;2;4;1;2;2;2;2;4;4;4;4;5;5;4;4;2;4;4;1;1;1;2
09;6034;9;1;0;0;0;0;2;2;2;2;4;1;1;5;4;1;5;5;2;5;2;1;5;4;5;2;5;1;4;1;1;1
12;5278;0;1;0;0;0;0;2;4;4;5;1;5;1;2;1;2;1;5;5;2;4;1;4;4;5;1;4;2;1;1;2;4
08;4166;6;1;0;0;0;0;5;1;2;2;1;2;5;5;1;5;1;4;4;2;5;1;4;5;5;4;4;4;1;2;1;5
13;5479;7;1;1;0;1;0;2;2;4;3;2;4;1;4;2;2;1;4;4;2;3;2;1;4;4;2;3;2;2;2;1;2
02;5784;4;1;0;0;1;0;2;5;4;2;2;5;1;4;2;4;1;2;4;2;2;1;4;5;4;1;4;2;1;1;1;2
06;5221;4;1;0;0;1;0;3;5;5;5;4;5;1;2;4;2;1;3;4;2;1;1;4;5;3;1;3;1;1;2;2;4
02;5246;5;0;0;1;0;0;4;4;2;2;2;3;1;4;2;5;2;5;5;4;5;5;4;4;5;4;5;3;2;1;1;4
02;4341;5;0;1;1;1;1;2;2;4;2;4;5;2;4;4;2;2;4;2;4;4;4;2;4;2;2;4;2;2;2;4;2
01;5039;9;1;0;0;1;1;4;5;5;2;4;1;1;4;4;2;4;2;1;4;2;4;2;1;4;4;4;4;4;4;4;2
03;4697;1;0;0;0;0;0;2;1;5;5;2;2;1;1;2;2;1;4;2;2;4;1;2;5;4;4;2;4;2;4;2;4
03;5943;7;0;0;0;1;0;2;5;4;4;2;4;2;4;1;4;1;4;4;2;2;1;4;4;4;4;2;3;1;2;1;4
09;4436;0;0;0;0;0;0;1;1;5;5;1;5;1;2;5;1;1;5;1;1;4;1;4;5;5;1;2;5;1;5;1;5
09;4604;4;1;0;0;0;0;4;4;4;2;4;4;2;4;4;2;2;4;5;2;4;2;4;4;5;3;5;4;2;1;1;4
01;4471;9;1;0;1;1;0;4;5;1;1;5;1;1;5;1;4;5;4;4;5;4;4;4;2;5;2;4;2;4;1;4;1
13;5053;0;1;0;0;0;0;2;5;5;4;1;1;2;2;2;4;2;5;2;4;1;2;4;5;4;2;2;2;4;2;1;4
02;4261;0;1;0;0;1;0;2;2;4;2;1;4;1;2;1;4;2;4;1;4;1;2;4;4;3;1;3;2;1;2;2;2
08;4532;6;0;0;0;0;0;2;2;4;5;4;2;2;2;4;4;4;4;2;2;4;4;1;4;5;2;5;4;1;4;2;2
06;5979;6;1;0;0;0;0;2;2;2;5;2;2;2;4;2;2;4;4;4;2;2;2;4;4;5;2;3;4;1;4;2;4
11;5446;1;1;0;0;1;0;2;5;5;5;1;2;1;1;4;1;1;5;2;2;4;2;5;5;5;1;1;4;1;2;1;5
02;5240;3;0;0;0;1;0;1;5;5;2;2;1;1;2;4;1;2;4;1;2;2;1;4;5;4;1;5;4;1;5;2;4
07;5687;0;1;0;0;1;0;1;5;5;5;4;4;1;1;2;1;1;2;2;4;1;1;5;5;4;1;2;4;2;4;2;2
02;4904;2;1;0;1;1;0;2;4;2;5;2;2;4;2;4;2;2;5;1;2;2;4;4;5;5;4;5;4;2;4;4;5
07;4424;6;1;0;0;1;0;4;1;4;2;4;5;1;4;2;4;1;4;2;4;4;2;1;4;4;2;2;4;1;2;1;2
06;5063;6;0;1;1;1;1;2;2;1;2;3;4;2;4;2;2;4;5;2;4;5;5;1;5;5;2;5;2;4;2;1;4
09;4746;6;1;0;0;1;0;4;4;4;2;4;2;1;5;2;4;4;4;4;4;5;2;2;1;4;2;5;4;1;4;1;4
01;5567;0;0;0;0;0;0;1;2;4;5;1;5;1;1;3;1;1;3;1;1;3;1;3;5;4;2;5;5;3;5;2;5
01;5101;9;0;0;0;1;1;4;5;4;2;4;2;4;4;1;2;5;4;2;4;4;4;4;2;5;2;5;4;4;2;4;2
02;4938;6;1;0;0;0;0;2;2;2;5;2;4;1;2;2;2;4;4;2;4;4;2;1;4;4;2;4;4;2;2;4;2
10;5133;5;1;1;1;1;1;2;2;2;5;2;5;1;4;5;2;1;5;5;4;4;4;3;5;5;1;5;2;1;1;1;4
10;5065;3;1;0;0;1;0;1;4;5;3;2;1;2;1;4;1;1;2;1;4;2;2;5;2;2;2;4;5;3;4;4;2
09;4711;1;1;0;0;0;0;1;4;5;5;1;2;2;1;4;1;1;4;1;2;1;4;5;5;4;1;4;5;2;5;1;5
12;5580;9;0;0;0;0;0;4;5;1;2;5;1;1;2;1;4;5;4;1;5;5;4;4;4;4;4;5;4;2;4;2;4
07;5529;4;1;0;0;1;0;4;4;5;4;5;5;1;4;2;4;1;4;2;4;2;4;5;4;4;2;4;2;4;2;2;4
01;4994;5;1;0;0;0;0;2;5;4;4;1;3;1;4;2;1;4;5;5;4;1;2;4;4;4;1;5;2;4;1;1;4
03;5183;7;0;1;1;0;0;2;4;4;4;4;2;1;4;2;2;2;4;2;2;4;4;2;4;4;2;5;4;1;2;1;2
06;4566;0;0;0;0;0;0;2;5;5;4;2;5;1;4;4;2;1;5;5;4;4;1;4;4;4;2;4;2;1;1;1;5
03;5129;6;1;0;0;0;0;2;2;4;5;4;2;1;4;2;2;2;4;4;4;4;4;1;4;4;4;4;2;2;2;1;2
03;4864;3;0;0;0;1;0;1;4;5;4;2;2;2;2;2;1;4;2;2;5;1;2;5;4;4;1;5;1;4;4;4;2
11;6074;2;1;0;0;0;0;2;2;4;4;1;2;1;2;2;2;2;5;2;2;2;1;2;5;4;2;4;4;2;2;1;4
09;5208;5;1;0;0;0;0;4;4;2;5;1;4;1;2;4;2;1;5;5;2;2;1;4;5;4;1;5;1;2;1;1;5
01;5611;5;1;0;0;1;0;4;4;2;2;4;2;1;5;2;4;2;5;5;4;4;2;5;4;4;2;5;2;2;1;1;2
01;4662;1;1;0;0;1;0;1;1;5;5;1;5;1;1;1;1;1;5;1;1;1;4;4;5;4;1;2;5;1;5;1;5
09;5352;0;1;0;0;1;0;2;5;5;4;2;1;2;4;5;2;5;4;2;4;2;2;5;5;5;4;4;5;4;4;4;2
03;5344;3;1;0;0;1;0;2;4;4;4;2;2;2;4;2;2;2;2;2;2;2;2;5;4;2;2;4;5;2;2;4;4
12;5646;1;0;0;0;1;0;1;2;5;5;1;2;1;2;2;1;1;4;1;2;2;4;4;5;4;2;5;4;1;4;1;5
01;4757;0;0;0;0;1;0;1;2;4;5;1;5;1;1;2;1;1;4;1;1;2;1;4;5;4;1;4;5;1;5;1;5
11;4217;5;0;0;0;0;0;2;4;2;4;2;5;1;4;2;2;2;5;4;2;4;4;4;4;4;2;4;2;2;2;2;4
02;5734;7;1;0;0;0;0;2;4;4;4;2;2;1;2;2;2;2;2;2;2;4;1;4;5;2;2;5;2;4;4;2;2
12;5082;2;1;0;0;1;0;2;4;2;5;2;2;1;2;1;2;2;2;2;2;2;2;4;5;4;2;5;5;2;4;4;2
07;5093;2;1;0;0;1;0;2;2;1;5;1;1;1;1;4;1;1;4;1;2;2;4;5;5;4;1;5;3;2;4;2;4
13;5386;7;1;0;0;0;0;4;5;4;4;2;3;1;2;5;5;2;5;1;2;5;1;4;5;5;4;2;2;2;2;1;2
01;5663;4;0;0;0;0;0;4;5;5;5;2;4;2;3;2;2;1;5;3;3;2;3;5;5;5;4;5;5;1;2;2;4
06;5399;5;1;0;0;0;0;2;5;2;4;1;5;1;4;1;2;1;5;5;4;4;5;4;4;4;4;4;1;2;1;1;4
10;4567;5;1;0;0;0;0;4;5;1;1;1;4;1;4;4;1;1;5;5;4;4;1;5;4;5;1;5;1;2;5;1;2
04;5781;1;1;0;0;0;0;2;2;5;5;5;4;1;2;4;1;1;4;1;1;2;2;5;5;5;2;5;2;2;5;1;2
03;5934;6;1;0;0;1;0;4;2;2;3;4;4;1;4;1;3;4;2;2;4;1;4;1;5;5;2;4;3;2;2;2;2
07;4755;0;1;0;0;1;0;2;5;5;1;4;5;2;4;4;2;5;4;1;4;1;1;5;3;3;1;4;4;3;2;5;1
03;4349;2;0;0;0;0;0;2;1;2;4;2;2;4;4;2;2;1;5;2;2;2;1;2;4;4;2;4;2;2;4;2;1
10;4391;6;1;0;0;0;0;2;2;2;2;4;2;2;4;2;4;2;4;2;2;4;2;1;4;4;3;5;2;2;2;2;2
10;5346;9;1;0;0;0;0;4;4;2;2;4;4;2;5;1;4;5;4;4;4;4;4;2;4;5;2;5;4;4;2;2;2
06;5773;6;1;0;0;1;0;4;2;1;2;2;2;1;4;2;4;4;4;2;5;2;3;1;4;4;1;4;2;2;2;2;2
01;4306;5;0;0;0;0;0;4;1;2;4;5;2;1;2;2;2;2;5;4;3;4;4;4;5;4;2;4;1;2;1;1;5
02;5313;1;0;0;0;1;0;2;4;5;2;1;4;1;2;4;1;1;4;2;2;2;1;4;5;4;4;5;5;2;4;3;4
01;5209;9;1;1;1;1;1;4;4;4;5;4;1;2;5;1;1;4;5;4;5;4;5;5;5;5;2;5;2;2;2;4;4
04;5426;0;1;0;0;1;0;2;5;5;4;4;2;1;4;2;1;1;2;2;2;1;2;5;5;4;4;4;4;2;4;2;4
10;4621;9;1;0;0;1;1;4;5;1;2;5;1;1;2;1;1;5;5;2;4;4;1;1;1;5;4;5;4;2;2;1;2
04;4447;2;0;1;1;0;0;2;4;1;4;2;2;1;2;2;2;2;5;2;4;4;4;2;5;5;2;4;4;4;4;2;4
13;5473;5;1;0;0;0;0;2;4;2;1;1;5;1;2;2;1;1;4;4;4;4;5;2;5;4;1;4;1;2;2;1;2
04;4264;5;1;0;0;0;0;2;4;4;2;2;4;1;2;4;4;1;5;5;2;2;4;3;4;3;2;4;2;3;1;1;5
10;4274;1;1;0;0;0;0;1;2;5;5;1;2;1;2;1;1;1;5;1;1;1;1;4;5;5;1;4;4;1;2;1;5
11;6069;2;0;0;0;0;0;4;2;4;4;2;3;2;4;3;2;2;4;3;4;4;2;3;5;5;1;4;3;2;2;2;4
02;4724;0;1;0;0;1;0;2;5;5;2;4;2;1;5;2;4;5;2;2;5;2;4;5;2;2;4;2;4;5;1;5;2
01;6169;6;1;0;0;1;0;2;2;5;5;1;4;1;5;2;4;2;4;4;2;4;2;3;4;4;4;4;4;1;1;1;5
02;4199;0;0;0;0;1;0;1;2;2;5;1;5;1;1;2;1;1;4;1;2;2;2;2;5;4;2;4;5;4;5;2;5
10;5801;9;1;1;0;1;1;4;4;2;2;4;1;2;4;2;2;5;4;2;4;4;4;3;2;4;2;4;2;2;2;2;2
07;5798;3;0;0;0;1;0;2;4;5;2;2;3;2;2;2;2;3;3;3;4;2;2;3;4;3;2;3;3;2;3;3;4
02;5699;1;1;0;0;0;0;1;1;5;5;1;4;1;1;4;1;1;4;1;2;1;4;5;5;4;1;5;4;2;4;4;5
07;5982;4;1;0;0;0;0;3;3;4;4;3;5;1;2;3;3;1;1;2;2;3;1;4;4;3;4;3;3;1;3;1;4
12;5299;1;0;0;1;1;0;2;2;4;4;1;4;1;1;2;2;1;4;2;4;2;2;5;5;4;2;4;4;3;4;2;4
01;5099;9;0;1;1;1;1;4;5;1;4;4;1;1;4;1;4;4;4;1;4;4;2;1;4;4;1;5;2;2;2;2;2
02;5453;7;0;0;0;1;0;3;4;4;4;4;4;1;4;4;4;4;4;4;4;4;3;3;4;3;2;5;4;1;1;2;4
12;6085;3;0;0;0;0;0;2;4;5;5;1;1;1;4;2;1;1;4;2;2;4;1;5;5;5;1;4;5;4;2;1;5
07;4233;7;0;0;0;1;0;4;4;2;4;4;4;1;4;2;4;1;4;4;4;4;1;4;4;5;4;4;2;4;1;1;1
07;5789;9;1;1;0;1;1;4;4;1;1;5;1;2;5;1;4;5;4;4;5;4;5;4;1;4;4;4;2;5;2;4;1
07;4855;9;1;1;1;1;1;4;5;1;2;5;2;2;4;1;2;5;5;2;5;4;5;4;2;5;2;5;2;2;1;2;2
01;5526;7;1;0;0;1;0;4;4;4;2;4;3;2;4;2;3;2;2;3;3;3;4;3;4;3;2;4;4;2;2;2;2
12;4262;0;1;0;0;0;0;5;5;3;5;1;5;1;4;1;2;1;5;5;1;1;1;3;4;4;1;5;5;1;1;5;5
02;5842;5;1;0;0;0;0;1;4;2;4;1;2;1;4;5;2;1;5;4;4;5;2;4;5;5;1;5;1;2;1;1;5
04;4408;2;1;0;0;0;0;4;5;2;5;1;2;1;2;2;1;1;5;2;4;4;5;5;4;5;1;5;2;4;2;5;4
07;4313;5;1;0;1;1;0;2;5;2;2;2;4;1;5;2;4;3;4;5;5;2;1;3;4;4;4;4;2;4;1;2;1
10;6057;7;1;1;1;1;1;4;4;4;4;4;2;1;4;1;1;2;5;2;2;5;5;4;4;5;2;1;2;1;1;1;2
01;5852;0;0;0;0;0;0;2;4;5;4;2;4;1;4;2;2;1;4;4;2;2;2;1;4;5;2;4;4;1;2;1;4
06;5786;0;1;0;0;0;0;2;5;5;4;4;2;1;4;2;2;2;2;1;2;1;2;5;5;4;2;4;5;5;2;1;4
09;6035;9;1;0;0;0;0;2;4;4;2;4;2;1;4;2;2;4;5;1;2;4;4;5;4;4;4;5;2;4;2;2;2
02;4270;2;1;0;0;0;0;5;2;4;5;1;5;1;4;5;1;1;4;5;2;1;1;4;5;5;1;4;4;1;1;2;5
02;5705;7;0;0;0;1;0;4;4;4;2;4;4;2;4;1;4;5;4;2;4;5;1;4;4;4;4;4;2;2;2;1;2
08;5738;1;0;0;0;0;0;1;2;5;5;1;4;4;1;1;1;1;2;1;2;1;2;5;5;5;1;4;5;2;5;2;5
11;4176;3;1;0;0;0;0;4;5;5;2;4;2;2;4;1;4;2;4;2;4;4;1;4;2;2;2;4;2;1;2;2;4
01;5116;9;1;0;0;0;0;4;5;4;1;5;1;4;5;2;4;5;4;1;4;2;4;4;2;2;2;5;4;4;2;5;2
07;4224;0;1;0;0;0;0;2;4;5;5;1;5;1;1;5;1;1;4;1;1;1;1;1;5;5;1;2;5;1;2;1;4
